aearep,key,value
aearep-716,docount,6
aearep-716,adocount,30
aearep-716,adofile,_eststo.ado
aearep-716,adofile,estim_wrapper.ado
aearep-716,adofile,estadd.ado
aearep-716,adofile,estpost.ado
aearep-716,adofile,esttab.ado
aearep-716,adofile,eststo.ado
aearep-716,adofile,estout.ado
aearep-716,adofile,twowayfeweights.ado
aearep-716,adofile,build_cond_expectation_1.ado
aearep-716,adofile,build_cond_expectation_2.ado
aearep-716,adofile,late_estim_nox.ado
aearep-716,adofile,lqte_estim_nox.ado
aearep-716,adofile,legendrisation.ado
aearep-716,adofile,late_estim_x.ado
aearep-716,adofile,fuzzydid.ado
aearep-716,adofile,five_fold_cv.ado
aearep-716,adofile,special_cases.ado
aearep-716,adofile,did_multiplegt.ado
