aearep,key,value
aearep-776,docount,5
aearep-776,adocount,19
aearep-776,adofile,partpred_examples.ado
aearep-776,adofile,partpred.ado
aearep-776,adofile,outreg2_prf.ado
aearep-776,adofile,outreg2.ado
aearep-776,adofile,ivreg28_cue.ado
aearep-776,adofile,ivreg210.ado
aearep-776,adofile,ivreg28_p.ado
aearep-776,adofile,ivreg29_p.ado
aearep-776,adofile,ivreg210_p.ado
aearep-776,adofile,ivreg28.ado
aearep-776,adofile,ivreg2_p.ado
aearep-776,adofile,ivreg2.ado
aearep-776,adofile,ivreg29_cue.ado
aearep-776,adofile,ivreg29.ado
aearep-776,adofile,ranktest9.ado
aearep-776,adofile,ranktest.ado
aearep-776,adofile,seeout.ado
aearep-776,adofile,shellout.ado
aearep-776,adofile,filelist.ado
