aearep,key,value
aearep-1217,docount,67
aearep-1217,adocount,22
aearep-1217,adofile,filelist.ado
aearep-1217,adofile,_eststo.ado
aearep-1217,adofile,ivreg28_cue.ado
aearep-1217,adofile,ivreg210.ado
aearep-1217,adofile,ivreg28_p.ado
aearep-1217,adofile,ivreg29_p.ado
aearep-1217,adofile,ivreg210_p.ado
aearep-1217,adofile,ivreg28.ado
aearep-1217,adofile,ivreg2_p.ado
aearep-1217,adofile,ivreg2.ado
aearep-1217,adofile,ivreg29_cue.ado
aearep-1217,adofile,ivreg29.ado
aearep-1217,adofile,estadd.ado
aearep-1217,adofile,estpost.ado
aearep-1217,adofile,esttab.ado
aearep-1217,adofile,eststo.ado
aearep-1217,adofile,estout.ado
aearep-1217,adofile,ranktest9.ado
aearep-1217,adofile,ranktest.ado
aearep-1217,adofile,ranktest11.ado
aearep-1217,adofile,filelist.ado
