aearep,key,value
aearep-1601,docount,26
aearep-1601,adocount,133
aearep-1601,adofile,ms_add_comma.ado
aearep-1601,adofile,ms_parse_vce.ado
aearep-1601,adofile,ms_parse_absvars.ado
aearep-1601,adofile,ms_parse_varlist.ado
aearep-1601,adofile,ms_get_version.ado
aearep-1601,adofile,ms_compile_mata.ado
aearep-1601,adofile,ms_expand_varlist.ado
aearep-1601,adofile,ms_fvunab.ado
aearep-1601,adofile,ms_fvstrip.ado
aearep-1601,adofile,join.ado
aearep-1601,adofile,_gvar.ado
aearep-1601,adofile,_gelap.ado
aearep-1601,adofile,_gwtfreq.ado
aearep-1601,adofile,_gewma.ado
aearep-1601,adofile,_gbom.ado
aearep-1601,adofile,_gcorr.ado
aearep-1601,adofile,_gtod.ado
aearep-1601,adofile,_gntos.ado
aearep-1601,adofile,_gseconds.ado
aearep-1601,adofile,_gfoy.ado
aearep-1601,adofile,_ghmmss.ado
aearep-1601,adofile,_gmixnorm.ado
aearep-1601,adofile,_ghms.ado
aearep-1601,adofile,_ghmm.ado
aearep-1601,adofile,_grndint.ado
aearep-1601,adofile,_grownvals.ado
aearep-1601,adofile,_gnss.ado
aearep-1601,adofile,_gmlabvpos.ado
aearep-1601,adofile,_gbase.ado
aearep-1601,adofile,_giso3166.ado
aearep-1601,adofile,_gd2.ado
aearep-1601,adofile,_gminutes.ado
aearep-1601,adofile,_gtotal0.ado
aearep-1601,adofile,_grall.ado
aearep-1601,adofile,_gnoccur.ado
aearep-1601,adofile,_gilast.ado
aearep-1601,adofile,_gegroup.ado
aearep-1601,adofile,_growmedian.ado
aearep-1601,adofile,_ggmean.ado
aearep-1601,adofile,_gston.ado
aearep-1601,adofile,_gtruncdig.ado
aearep-1601,adofile,_gfirst.ado
aearep-1601,adofile,_gdayofyear.ado
aearep-1601,adofile,_geomd.ado
aearep-1601,adofile,_gdecimal.ado
aearep-1601,adofile,_gtools_internal.ado
aearep-1601,adofile,_gwordof.ado
aearep-1601,adofile,_growsvals.ado
aearep-1601,adofile,_geom.ado
aearep-1601,adofile,_gbomd.ado
aearep-1601,adofile,_gincss.ado
aearep-1601,adofile,_gsieve.ado
aearep-1601,adofile,_gsemean.ado
aearep-1601,adofile,_gaxis.ado
aearep-1601,adofile,_gridit.ado
aearep-1601,adofile,_gadjl.ado
aearep-1601,adofile,_gelap2.ado
aearep-1601,adofile,_gfilter.ado
aearep-1601,adofile,_goutside.ado
aearep-1601,adofile,_grcount.ado
aearep-1601,adofile,_ghmean.ado
aearep-1601,adofile,_gnwords.ado
aearep-1601,adofile,_gifirst.ado
aearep-1601,adofile,_glastnm.ado
aearep-1601,adofile,_gmsub.ado
aearep-1601,adofile,_grndsub.ado
aearep-1601,adofile,_grecord.ado
aearep-1601,adofile,_gwpctile.ado
aearep-1601,adofile,_gnmiss.ado
aearep-1601,adofile,_gdhms.ado
aearep-1601,adofile,_gsumoth.ado
aearep-1601,adofile,_gncyear.ado
aearep-1601,adofile,_grany.ado
aearep-1601,adofile,_gnvals.ado
aearep-1601,adofile,_grepeat.ado
aearep-1601,adofile,_ggroup2.ado
aearep-1601,adofile,_grsum2.ado
aearep-1601,adofile,_gclsst.ado
aearep-1601,adofile,_gxtile.ado
aearep-1601,adofile,_gdensity.ado
aearep-1601,adofile,_gadju.ado
aearep-1601,adofile,estfe.ado
aearep-1601,adofile,gegen.ado
aearep-1601,adofile,gstats.ado
aearep-1601,adofile,gunique.ado
aearep-1601,adofile,gcollapse.ado
aearep-1601,adofile,greshape.ado
aearep-1601,adofile,glevelsof.ado
aearep-1601,adofile,geodist_run.ado
aearep-1601,adofile,gquantiles.ado
aearep-1601,adofile,gtools.ado
aearep-1601,adofile,gtoplevelsof.ado
aearep-1601,adofile,gtop.ado
aearep-1601,adofile,gisid.ado
aearep-1601,adofile,gduplicates.ado
aearep-1601,adofile,geodist.ado
aearep-1601,adofile,gdistinct.ado
aearep-1601,adofile,gcontract.ado
aearep-1601,adofile,artest.ado
aearep-1601,adofile,reghdfe.ado
aearep-1601,adofile,reghdfe_store_alphas.ado
aearep-1601,adofile,reghdfe_parse.ado
aearep-1601,adofile,reghdfe_p.ado
aearep-1601,adofile,reghdfe_estat.ado
aearep-1601,adofile,reghdfe_footnote.ado
aearep-1601,adofile,reghdfe_header.ado
aearep-1601,adofile,reghdfe_old_estat.ado
aearep-1601,adofile,reghdfe_old_footnote.ado
aearep-1601,adofile,reghdfe_old.ado
aearep-1601,adofile,reghdfe_old_p.ado
aearep-1601,adofile,boottest.ado
aearep-1601,adofile,hashsort.ado
aearep-1601,adofile,listtex_rstyle.ado
aearep-1601,adofile,local_inlist.ado
aearep-1601,adofile,listtex.ado
aearep-1601,adofile,listtex_vars.ado
aearep-1601,adofile,unique.ado
aearep-1601,adofile,fmerge.ado
aearep-1601,adofile,fegen.ado
aearep-1601,adofile,fsort.ado
aearep-1601,adofile,ftab.ado
aearep-1601,adofile,fisid.ado
aearep-1601,adofile,flevelsof.ado
aearep-1601,adofile,fcollapse.ado
aearep-1601,adofile,fegen_group.ado
aearep-1601,adofile,ftools.ado
aearep-1601,adofile,freshape.ado
aearep-1601,adofile,fasterxtile.ado
aearep-1601,adofile,shp2dta.ado
aearep-1601,adofile,scoretest.ado
aearep-1601,adofile,sxpose.ado
aearep-1601,adofile,waldtest.ado
aearep-1601,adofile,filelist.ado
