aearep,key,value
aearep-1414,docount,155
aearep-1414,adocount,18
aearep-1414,adofile,outreg2_prf.ado
aearep-1414,adofile,outreg2.ado
aearep-1414,adofile,seeout.ado
aearep-1414,adofile,shp2dta.ado
aearep-1414,adofile,shellout.ado
aearep-1414,adofile,spmap_line.ado
aearep-1414,adofile,spmap_color.ado
aearep-1414,adofile,spmap_point.ado
aearep-1414,adofile,spmap_arrow.ado
aearep-1414,adofile,spmap_polygon.ado
aearep-1414,adofile,spmap.ado
aearep-1414,adofile,spmap_psl.ado
aearep-1414,adofile,spmap_label.ado
aearep-1414,adofile,spmap_diagram.ado
aearep-1414,adofile,spmap_scalebar.ado
aearep-1414,adofile,spmap_examples.ado
aearep-1414,adofile,filelist.ado
aearep-1414,adofile,filelist.ado
